"","MSSubClass_20","MSSubClass_30","MSSubClass_50","MSSubClass_60","MSSubClass_120","MSSubClass_160","MSZoning_C..all.","MSZoning_FV","MSZoning_RL","MSZoning_RM","LotFrontage","LotArea","Street_Pave","LotShape_IR2","LandContour_Bnk","LandContour_HLS","Utilities_AllPub","LotConfig_CulDSac","LotConfig_FR2","LandSlope_Mod","LandSlope_Sev","Neighborhood_BrkSide","Neighborhood_ClearCr","Neighborhood_Crawfor","Neighborhood_Edwards","Neighborhood_MeadowV","Neighborhood_Mitchel","Neighborhood_NoRidge","Neighborhood_NridgHt","Neighborhood_Somerst","Neighborhood_StoneBr","Neighborhood_Veenker","Condition1_Artery","Condition1_Norm","Condition1_PosA","Condition1_PosN","Condition1_RRAe","Condition1_RRAn","Condition1_RRNn","Condition2_PosA","Condition2_PosN","BldgType_1Fam","BldgType_Twnhs","BldgType_TwnhsE","HouseStyle_1.5Unf","HouseStyle_2.5Fin","HouseStyle_2.5Unf","HouseStyle_2Story","OverallQual_1","OverallQual_2","OverallQual_3","OverallQual_4","OverallQual_5","OverallQual_7","OverallQual_8","OverallQual_9","OverallQual_10","OverallCond_3","OverallCond_4","OverallCond_5","OverallCond_7","OverallCond_8","OverallCond_9","YearBuilt","YearRemodAdd","RoofStyle_Gambrel","RoofMatl_Membran","RoofMatl_Metal","RoofMatl_WdShngl","Exterior1st_BrkComm","Exterior1st_BrkFace","Exterior1st_CemntBd","Exterior1st_HdBoard","Exterior1st_ImStucc","Exterior1st_Stone","Exterior1st_VinylSd","Exterior1st_Wd.Sdng","Exterior2nd_CBlock","Exterior2nd_CmentBd","Exterior2nd_ImStucc","Exterior2nd_Other","Exterior2nd_VinylSd","MasVnrType_BrkCmn","MasVnrType_Stone","MasVnrArea","ExterQual_Ex","ExterQual_TA","ExterCond_Ex","ExterCond_Fa","ExterCond_Po","Foundation_CBlock","Foundation_PConc","Foundation_Stone","Foundation_Wood","BsmtQual_Ex","BsmtQual_TA","BsmtCond_Po","BsmtExposure_Gd","BsmtExposure_No","BsmtFinType1_GLQ","BsmtFinType1_LwQ","BsmtFinType1_Unf","BsmtFinSF1","BsmtFinType2_ALQ","BsmtFinType2_BLQ","BsmtFinSF2","TotalBsmtSF","Heating_GasA","Heating_GasW","Heating_Grav","HeatingQC_Ex","HeatingQC_TA","CentralAir_N","CentralAir_Y","Electrical_SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual_Ex","KitchenQual_TA","TotRmsAbvGrd","Functional_Maj2","Functional_Mod","Functional_Sev","Functional_Typ","Fireplaces","FireplaceQu_Ex","FireplaceQu_Po","GarageType_2Types","GarageType_Basment","GarageType_BuiltIn","GarageYrBlt","GarageFinish_Unf","GarageCars","GarageArea","GarageQual_Ex","GarageQual_Fa","GarageQual_Gd","PavedDrive_Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MoSold","YrSold","SaleType_Con","SaleType_ConLD","SaleType_CWD","SaleType_New","SaleType_Oth","SaleType_WD","SaleCondition_Abnorml","SaleCondition_Family","salePrices"
"11",1,0,0,0,0,0,0,0,1,0,0.273743016759777,0.142526021796404,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1965,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.395979020979021,0,0,0,0.3243917654398,1,0,0,1,0,0,1,1,0.202524383247275,0,0,0.162597881160755,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,1,0.25,0,0,0,1,0,0,0,0,0,0,1965,1,0.2,0.258064516129032,0,0,0,1,0,0,0,0,0,0,2,2008,0,0,0,0,0,1,0,0,11.7714438820996
"12",0,0,0,1,0,0,0,0,1,0,0.357541899441341,0.152949136925757,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2005,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.207547169811321,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.436188811188811,0,0,0,0.366500311915159,1,0,0,1,0,0,1,1,0.243258749282846,0.553026634382567,0,0.458314140948871,0.333333333333333,0,0.75,0,0.5,0.333333333333333,1,0,0.75,0,0,0,1,0.5,0,0,0,0,1,2005,0,0.6,0.494623655913978,0,0,0,1,0.168965517241379,0.0283018867924528,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,12.75130259456
"13",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.167979153769741,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1962,1962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.322115384615385,0,0,0,0.284466625077979,1,0,0,0,1,0,1,1,0.165806081468732,0,0,0.133118378627361,0.333333333333333,0,0.25,0,0.25,0.333333333333333,0,1,0.166666666666667,0,0,0,1,0,0,0,0,0,0,1962,1,0.2,0.236559139784946,0,0,0,1,0.160919540229885,0,0,0,0.305555555555556,0,9,2008,0,0,0,0,0,1,0,0,11.8775755229785
"14",1,0,0,0,0,0,0,0,1,0,0.391061452513966,0.134636702610098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2006,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.222060957910015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.466001247660636,1,0,0,1,0,0,1,1,0.332759609868044,0,0,0.26715799170889,0,0,0.5,0,0.375,0.333333333333333,0,0,0.416666666666667,0,0,0,1,0.25,0,0,0,0,0,2006,0,0.6,0.564516129032258,0,0,0,1,0.183908045977011,0.0444743935309973,0,0,0,0,8,2007,0,0,0,1,0,0,0,0,12.5407611493884
"15",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.138494982796101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1960,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.320367132867133,0,0,0,0.390829694323144,1,0,0,0,1,0,1,1,0.263625932300631,0,0,0.211653615845233,0.333333333333333,0,0.25,0.5,0.25,0.333333333333333,0,1,0.25,0,0,0,1,0.25,0,0,0,0,0,1960,0,0.2,0.236559139784946,0,0,0,1,0,0.287061994609164,0.301369863013699,0,0,0,5,2008,0,0,0,0,0,1,0,0,11.9640074537369
"16",0,0,0,0,0,0,0,0,0,1,0.167597765363128,0.0693914570766329,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1929,2001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.25951341235184,1,0,0,1,0,0,1,0,0.14916810097533,0,0,0.119760479041916,0,0,0.25,0,0.25,0.333333333333333,0,1,0.25,0,0,0,1,0,0,0,0,0,0,1991,1,0.4,0.387096774193548,0,0,0,1,0.0551724137931034,0.150943396226415,0,0,0,0,7,2007,0,0,0,0,0,1,0,0,11.7905647772974
"17",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.143116281078591,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1970,1970,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.130624092888244,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.252622377622378,0,0,0,0.313162819713038,1,0,0,1,0,0,1,1,0.19219736087206,0,0,0.154306771073238,0.333333333333333,0,0.25,0,0.25,0.333333333333333,0,1,0.25,0,0,0,1,0.25,0,0,0,0,0,1970,0,0.4,0.32258064516129,0,0,0,1,0,0,0,0,0,0,3,2010,0,0,0,0,0,1,0,0,11.9117082963145
"18",0,0,0,0,0,0,0,0,1,0,0.284916201117318,0.136637825542391,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1967,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0.27596098680436,0,0,0.221556886227545,0,0,0.5,0,0.25,0.666666666666667,0,1,0.333333333333333,0,0,0,1,0,0,0,0,0,0,1967,1,0.4,0.346774193548387,0,0,0,1,0,0,0,0,0,0,10,2006,0,0,0,0,0,1,0,0,11.4075760603618
"19",1,0,0,0,0,0,0,0,1,0,0.251396648044693,0.178445458602669,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2004,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.282342657342657,0,0,0,0.347473487211478,1,0,0,1,0,0,1,1,0.223752151462995,0,0,0.179640718562874,0.333333333333333,0,0.25,0.5,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0,0,0,0,0,0,2004,1,0.4,0.387096774193548,0,0,0,1,0,0.137466307277628,0,0,0,0,6,2008,0,0,0,0,0,1,0,0,11.9766657704908
"20",1,0,0,0,0,0,0,0,1,0,0.273743016759777,0.0901225147924735,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1958,1965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.22027972027972,0,0,0,0.320960698689956,1,0,0,0,1,0,1,1,0.28829604130809,0,0,0.231460156609857,0,0,0.25,0,0.375,0.333333333333333,0,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1958,1,0.2,0.19758064516129,0,0,0,1,0,0,0,0,0,0,5,2009,0,0,0,0,0,0,1,0,11.8422364063316
"21",0,0,0,1,0,0,0,0,1,0,0.446927374301676,0.185931673888945,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.275761973875181,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.361197754210855,1,0,0,1,0,0,1,1,0.236374067699369,0.589830508474576,0,0.470290188853063,0,0,0.75,0.5,0.5,0.333333333333333,0,0,0.583333333333333,0,0,0,1,0.25,0,0,0,0,1,2005,0,0.6,0.573252688172043,0,0,0,1,0.275862068965517,0.207547169811321,0,0,0,0,11,2006,0,0,0,1,0,0,0,0,12.6925061865422
"22",0,0,0,0,0,0,0,0,0,1,0.201117318435754,0.0885244957602108,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1930,1950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.198689956331878,1,0,0,1,0,0,1,0,0.222030981067126,0,0,0.178258866881621,0,0,0.25,0,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,1930,1,0.2,0.188172043010753,0,0,0,0,0,0,0.351027397260274,0,0,0,6,2007,0,0,0,0,0,1,0,0,11.845109950884
"23",1,0,0,0,0,0,0,0,1,0,0.301675977653631,0.121535825859115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2002,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.203918722786647,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.554273237679351,1,0,0,1,0,0,1,1,0.419104991394148,0,0,0.336480884385076,0,0,0.5,0,0.375,0.333333333333333,0,0,0.416666666666667,0,0,0,1,0.25,0,0,0,0,0,2002,0,0.4,0.358870967741935,0,0,0,1,0.196551724137931,0.214285714285714,0,0,0,0,9,2008,0,0,0,0,0,1,0,0,12.345838935722
"24",0,0,0,0,1,0,0,0,0,1,0.128491620111732,0.0420955644174429,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1976,1976,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.367132867132867,0,0,0,0.3243917654398,1,0,0,0,1,0,1,1,0.208261617900172,0,0,0.167204053431598,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,1,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,1976,1,0.4,0.384408602150538,0,0,0,1,0.114942528735632,0.148247978436658,0,0,0,0,6,2007,0,0,0,0,0,1,0,0,11.7745279008585
"25",1,0,0,0,0,0,0,0,1,0,0.269864778292886,0.0999985603432142,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1968,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0821678321678322,1,0,0.437745740498034,0.330630068621335,1,0,0,1,0,0,1,1,0.208261617900172,0,0,0.167204053431598,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,0,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,1968,1,0.2,0.181451612903226,0,0,0,1,0.466666666666667,0.121293800539084,0,0,0,0,5,2010,0,0,0,0,0,1,0,0,11.9447143748812
