"","MSSubClass_20","MSSubClass_30","MSSubClass_40","MSSubClass_45","MSSubClass_50","MSSubClass_60","MSSubClass_70","MSSubClass_75","MSSubClass_80","MSSubClass_85","MSSubClass_90","MSSubClass_120","MSSubClass_150","MSSubClass_160","MSSubClass_180","MSSubClass_190","MSZoning_C (all)","MSZoning_FV","MSZoning_RH","MSZoning_RL","MSZoning_RM","LotFrontage","LotArea","Street_Grvl","Street_Pave","LotShape_IR1","LotShape_IR2","LotShape_IR3","LotShape_Reg","LandContour_Bnk","LandContour_HLS","LandContour_Low","LandContour_Lvl","Utilities_AllPub","Utilities_NoSeWa","LotConfig_Corner","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","LandSlope_Gtl","LandSlope_Mod","LandSlope_Sev","Neighborhood_Blmngtn","Neighborhood_Blueste","Neighborhood_BrDale","Neighborhood_BrkSide","Neighborhood_ClearCr","Neighborhood_CollgCr","Neighborhood_Crawfor","Neighborhood_Edwards","Neighborhood_Gilbert","Neighborhood_IDOTRR","Neighborhood_MeadowV","Neighborhood_Mitchel","Neighborhood_NAmes","Neighborhood_NoRidge","Neighborhood_NPkVill","Neighborhood_NridgHt","Neighborhood_NWAmes","Neighborhood_OldTown","Neighborhood_Sawyer","Neighborhood_SawyerW","Neighborhood_Somerst","Neighborhood_StoneBr","Neighborhood_SWISU","Neighborhood_Timber","Neighborhood_Veenker","Condition1_Artery","Condition1_Feedr","Condition1_Norm","Condition1_PosA","Condition1_PosN","Condition1_RRAe","Condition1_RRAn","Condition1_RRNe","Condition1_RRNn","Condition2_Artery","Condition2_Feedr","Condition2_Norm","Condition2_PosA","Condition2_PosN","Condition2_RRAe","Condition2_RRAn","Condition2_RRNn","BldgType_1Fam","BldgType_2fmCon","BldgType_Duplex","BldgType_Twnhs","BldgType_TwnhsE","HouseStyle_1.5Fin","HouseStyle_1.5Unf","HouseStyle_1Story","HouseStyle_2.5Fin","HouseStyle_2.5Unf","HouseStyle_2Story","HouseStyle_SFoyer","HouseStyle_SLvl","OverallQual_1","OverallQual_2","OverallQual_3","OverallQual_4","OverallQual_5","OverallQual_6","OverallQual_7","OverallQual_8","OverallQual_9","OverallQual_10","OverallCond_1","OverallCond_2","OverallCond_3","OverallCond_4","OverallCond_5","OverallCond_6","OverallCond_7","OverallCond_8","OverallCond_9","YearBuilt","YearRemodAdd","RoofStyle_Flat","RoofStyle_Gable","RoofStyle_Gambrel","RoofStyle_Hip","RoofStyle_Mansard","RoofStyle_Shed","RoofMatl_ClyTile","RoofMatl_CompShg","RoofMatl_Membran","RoofMatl_Metal","RoofMatl_Roll","RoofMatl_Tar&Grv","RoofMatl_WdShake","RoofMatl_WdShngl","Exterior1st_AsbShng","Exterior1st_AsphShn","Exterior1st_BrkComm","Exterior1st_BrkFace","Exterior1st_CBlock","Exterior1st_CemntBd","Exterior1st_HdBoard","Exterior1st_ImStucc","Exterior1st_MetalSd","Exterior1st_Plywood","Exterior1st_Stone","Exterior1st_Stucco","Exterior1st_VinylSd","Exterior1st_Wd Sdng","Exterior1st_WdShing","Exterior2nd_AsbShng","Exterior2nd_AsphShn","Exterior2nd_Brk Cmn","Exterior2nd_BrkFace","Exterior2nd_CBlock","Exterior2nd_CmentBd","Exterior2nd_HdBoard","Exterior2nd_ImStucc","Exterior2nd_MetalSd","Exterior2nd_Other","Exterior2nd_Plywood","Exterior2nd_Stone","Exterior2nd_Stucco","Exterior2nd_VinylSd","Exterior2nd_Wd Sdng","Exterior2nd_Wd Shng","MasVnrType_BrkCmn","MasVnrType_BrkFace","MasVnrType_None","MasVnrType_Stone","MasVnrArea","ExterQual_Ex","ExterQual_Fa","ExterQual_Gd","ExterQual_TA","ExterCond_Ex","ExterCond_Fa","ExterCond_Gd","ExterCond_Po","ExterCond_TA","Foundation_BrkTil","Foundation_CBlock","Foundation_PConc","Foundation_Slab","Foundation_Stone","Foundation_Wood","BsmtQual_Ex","BsmtQual_Fa","BsmtQual_Gd","BsmtQual_TA","BsmtCond_Fa","BsmtCond_Gd","BsmtCond_Po","BsmtCond_TA","BsmtExposure_Av","BsmtExposure_Gd","BsmtExposure_Mn","BsmtExposure_No","BsmtFinType1_ALQ","BsmtFinType1_BLQ","BsmtFinType1_GLQ","BsmtFinType1_LwQ","BsmtFinType1_Rec","BsmtFinType1_Unf","BsmtFinSF1","BsmtFinType2_ALQ","BsmtFinType2_BLQ","BsmtFinType2_GLQ","BsmtFinType2_LwQ","BsmtFinType2_Rec","BsmtFinType2_Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating_Floor","Heating_GasA","Heating_GasW","Heating_Grav","Heating_OthW","Heating_Wall","HeatingQC_Ex","HeatingQC_Fa","HeatingQC_Gd","HeatingQC_Po","HeatingQC_TA","CentralAir_N","CentralAir_Y","Electrical_FuseA","Electrical_FuseF","Electrical_FuseP","Electrical_Mix","Electrical_SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual_Ex","KitchenQual_Fa","KitchenQual_Gd","KitchenQual_TA","TotRmsAbvGrd","Functional_Maj1","Functional_Maj2","Functional_Min1","Functional_Min2","Functional_Mod","Functional_Sev","Functional_Typ","Fireplaces","FireplaceQu_Ex","FireplaceQu_Fa","FireplaceQu_Gd","FireplaceQu_Po","FireplaceQu_TA","GarageType_2Types","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","GarageYrBlt","GarageFinish_Fin","GarageFinish_RFn","GarageFinish_Unf","GarageCars","GarageArea","GarageQual_Ex","GarageQual_Fa","GarageQual_Gd","GarageQual_Po","GarageQual_TA","GarageCond_Ex","GarageCond_Fa","GarageCond_Gd","GarageCond_Po","GarageCond_TA","PavedDrive_N","PavedDrive_P","PavedDrive_Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MoSold","YrSold","SaleType_COD","SaleType_Con","SaleType_ConLD","SaleType_ConLI","SaleType_ConLw","SaleType_CWD","SaleType_New","SaleType_Oth","SaleType_WD","SaleCondition_Abnorml","SaleCondition_AdjLand","SaleCondition_Alloca","SaleCondition_Family","SaleCondition_Normal","SaleCondition_Partial"
"1849",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.269864778292886,0.206374800247621,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1954,1954,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.300917957544464,0,0,0.241593735605712,0,0,0.25,0,0.25,0.333333333333333,0,0,0,1,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1980,0,0,1,0.4,0.334677419354839,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.154109589041096,0,0.190972222222222,0,10,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1850",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.262569832402235,0.119074012755359,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1956,1956,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.112325174825175,0,0,0,0,0,1,0,0.349315068493151,0.334684965689332,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.211990820424555,0,0,0.170198065407646,0.333333333333333,0,0.25,0,0.25,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1956,0,0,1,0.2,0.228494623655914,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1851",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.162011173184358,0.115892371258692,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1946,1950,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.149475524475524,0,0,0,0,0,1,0,0.173373287671233,0.233000623830318,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.160068846815835,0.361743341404358,0,0.300552740672501,0,0,0.25,0.5,0.375,0.333333333333333,0,0,1,0,0.333333333333333,0,0,0,0,0,0,1,0.25,0,0,1,0,0,0,0,0,0,0,1,1946,0,0,1,0.2,0.161290322580645,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0673854447439353,0,0,0,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1852",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.229050279329609,0.0883949266494868,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1954,1954,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0756118881118881,0,0,0,0,0,1,0,0.392123287671233,0.33967560823456,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.216580608146873,0,0,0.173883003224321,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,0,1,0.25,0,0,1,0,0,0,0,0,0,0,1,1954,0,1,0,0.2,0.169354838709677,0,0,0,0,1,0,0,0,0,1,0,1,0,0.377011494252874,0,0,0,0,0,9,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1853",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.11731843575419,0.0422539266638833,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1984,1984,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.108127721335269,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.241258741258741,1,0,0,0,0,0,0.257536041939712,0.0445205479452055,0.327199001871491,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.205106138841079,0,0,0.164670658682635,0.333333333333333,0,0.5,0,0.25,0.333333333333333,0,0,1,0,0.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1984,1,0,0,0.2,0.178763440860215,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.141509433962264,0,0,0,0,2,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1854",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.29608938547486,0.136450670160234,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1990,1991,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.201048951048951,1,0,0,0,0,0,0.187418086500655,0.131849315068493,0.328758577666875,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.208548479632817,0,0,0.16743436204514,0.333333333333333,0,0.25,0.5,0.125,0.333333333333333,0,0,1,0,0.166666666666667,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1990,0,0,1,0.4,0.310483870967742,0,0,0,0,1,0,0,0,0,1,0,0,1,0.131034482758621,0.0485175202156334,0,0,0,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1855",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.251396648044693,0.258490375894387,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1983,1983,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0725689404934688,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0305944055944056,0,0,1,0,0,0,0.294888597640891,0,0.1621958827199,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.288009179575445,0,0,0.231229847996315,0,0,0.25,0.5,0.25,0.333333333333333,0,0,1,0,0.25,0,0,0,1,0,0,0,0.25,0,0,0,1,0,0,1,0,0,0,0,1983,0,0,1,0.4,0.387096774193548,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1856",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.357541899441341,0.133312218367141,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1993,1994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.207167832167832,0,0,0,0,0,1,0,0.258989726027397,0.336556456643793,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.213711990820425,0.387409200968523,0,0.355826807922616,0.333333333333333,0,0.5,0.5,0.375,0.333333333333333,0,0,1,0,0.5,0,0,0,0,0,0,1,0.25,0,0,0,0,1,0,1,0,0,0,0,1993,0,1,0,0.4,0.317876344086022,0,0,0,0,1,0,0,0,0,1,0,0,1,0.459770114942529,0.134770889487871,0.246575342465753,0,0,0,8,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1857",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.553072625698324,0.361353853241387,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1880,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.273666092943201,0.352542372881356,0,0.38737908797789,0,0,0.25,0,0.5,0.333333333333333,0,0,0,1,0.416666666666667,0,0,0,0,1,0,0,0.25,0,0,0,0,1,0,1,0,0,0,0,1900,0,0,1,0.4,0.387096774193548,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1858",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.240223463687151,0.0823195750133168,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1979,1979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.223752151462995,0.539467312348668,0,0.436204514048825,0,0,0.5,0,0.75,0.666666666666667,0,0,0,1,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1979,0,0,1,0.4,0.483870967741935,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0839080459770115,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1859",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.240223463687151,0.0823195750133168,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1979,1979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.344520940906483,0,0,0.276600644864118,0,0,0.5,0,0.5,0.666666666666667,0,0,0,1,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1979,0,0,1,0.4,0.268817204301075,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1860",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.240223463687151,0.0826362995061977,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1979,1979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.156748911465893,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.478146853146853,0,0,0,0,0,1,0,0,0.341235184029944,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.256741250717154,0,0,0.206126209120221,0.666666666666667,0,0,1,0.25,0.666666666666667,0,0,1,0,0.333333333333333,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0,0,0,0,0,1,1979,0,0,1,0.4,0.451612903225806,0,0,0,0,1,0,0,0,0,1,0,0,1,0.137931034482759,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1861",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.240223463687151,0.0821612127668764,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1979,1979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.338209982788296,0,0,0.271533855366191,0,0,0.5,0,0.5,0.666666666666667,0,0,0,1,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1979,0,0,1,0.4,0.268817204301075,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1862",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.269864778292886,0.15195577374354,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2000,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0166908563134978,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.358391608391608,0,0,0,0,0,1,0,0.148972602739726,0.364316905801622,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.239242685025818,0.784019370460048,0,0.564947029018885,0.666666666666667,0,1,1,0.75,0.666666666666667,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0,0,0,1,0,0,2000,1,0,0,0.8,0.551075268817204,0,0,0,0,1,0,0,0,0,1,0,0,1,0.358620689655172,0,0,0,0,0,10,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1863",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.269864778292886,0.0955788140107398,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2000,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0166908563134978,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.358391608391608,0,0,0,0,0,1,0,0.148972602739726,0.364316905801622,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.239242685025818,0.784019370460048,0,0.564947029018885,0.666666666666667,0,1,1,0.75,0.666666666666667,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0,0,0,1,0,0,2000,1,0,0,0.8,0.551075268817204,0,0,0,0,1,0,0,0,0,1,0,0,1,0.358620689655172,0,0,0,0,0,10,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
