"","MSSubClass_20","MSSubClass_30","MSSubClass_40","MSSubClass_45","MSSubClass_50","MSSubClass_60","MSSubClass_70","MSSubClass_75","MSSubClass_80","MSSubClass_85","MSSubClass_90","MSSubClass_120","MSSubClass_150","MSSubClass_160","MSSubClass_180","MSSubClass_190","MSZoning_C (all)","MSZoning_FV","MSZoning_RH","MSZoning_RL","MSZoning_RM","LotFrontage","LotArea","Street_Grvl","Street_Pave","LotShape_IR1","LotShape_IR2","LotShape_IR3","LotShape_Reg","LandContour_Bnk","LandContour_HLS","LandContour_Low","LandContour_Lvl","Utilities_AllPub","Utilities_NoSeWa","LotConfig_Corner","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","LandSlope_Gtl","LandSlope_Mod","LandSlope_Sev","Neighborhood_Blmngtn","Neighborhood_Blueste","Neighborhood_BrDale","Neighborhood_BrkSide","Neighborhood_ClearCr","Neighborhood_CollgCr","Neighborhood_Crawfor","Neighborhood_Edwards","Neighborhood_Gilbert","Neighborhood_IDOTRR","Neighborhood_MeadowV","Neighborhood_Mitchel","Neighborhood_NAmes","Neighborhood_NoRidge","Neighborhood_NPkVill","Neighborhood_NridgHt","Neighborhood_NWAmes","Neighborhood_OldTown","Neighborhood_Sawyer","Neighborhood_SawyerW","Neighborhood_Somerst","Neighborhood_StoneBr","Neighborhood_SWISU","Neighborhood_Timber","Neighborhood_Veenker","Condition1_Artery","Condition1_Feedr","Condition1_Norm","Condition1_PosA","Condition1_PosN","Condition1_RRAe","Condition1_RRAn","Condition1_RRNe","Condition1_RRNn","Condition2_Artery","Condition2_Feedr","Condition2_Norm","Condition2_PosA","Condition2_PosN","Condition2_RRAe","Condition2_RRAn","Condition2_RRNn","BldgType_1Fam","BldgType_2fmCon","BldgType_Duplex","BldgType_Twnhs","BldgType_TwnhsE","HouseStyle_1.5Fin","HouseStyle_1.5Unf","HouseStyle_1Story","HouseStyle_2.5Fin","HouseStyle_2.5Unf","HouseStyle_2Story","HouseStyle_SFoyer","HouseStyle_SLvl","OverallQual_1","OverallQual_2","OverallQual_3","OverallQual_4","OverallQual_5","OverallQual_6","OverallQual_7","OverallQual_8","OverallQual_9","OverallQual_10","OverallCond_1","OverallCond_2","OverallCond_3","OverallCond_4","OverallCond_5","OverallCond_6","OverallCond_7","OverallCond_8","OverallCond_9","YearBuilt","YearRemodAdd","RoofStyle_Flat","RoofStyle_Gable","RoofStyle_Gambrel","RoofStyle_Hip","RoofStyle_Mansard","RoofStyle_Shed","RoofMatl_ClyTile","RoofMatl_CompShg","RoofMatl_Membran","RoofMatl_Metal","RoofMatl_Roll","RoofMatl_Tar&Grv","RoofMatl_WdShake","RoofMatl_WdShngl","Exterior1st_AsbShng","Exterior1st_AsphShn","Exterior1st_BrkComm","Exterior1st_BrkFace","Exterior1st_CBlock","Exterior1st_CemntBd","Exterior1st_HdBoard","Exterior1st_ImStucc","Exterior1st_MetalSd","Exterior1st_Plywood","Exterior1st_Stone","Exterior1st_Stucco","Exterior1st_VinylSd","Exterior1st_Wd Sdng","Exterior1st_WdShing","Exterior2nd_AsbShng","Exterior2nd_AsphShn","Exterior2nd_Brk Cmn","Exterior2nd_BrkFace","Exterior2nd_CBlock","Exterior2nd_CmentBd","Exterior2nd_HdBoard","Exterior2nd_ImStucc","Exterior2nd_MetalSd","Exterior2nd_Other","Exterior2nd_Plywood","Exterior2nd_Stone","Exterior2nd_Stucco","Exterior2nd_VinylSd","Exterior2nd_Wd Sdng","Exterior2nd_Wd Shng","MasVnrType_BrkCmn","MasVnrType_BrkFace","MasVnrType_None","MasVnrType_Stone","MasVnrArea","ExterQual_Ex","ExterQual_Fa","ExterQual_Gd","ExterQual_TA","ExterCond_Ex","ExterCond_Fa","ExterCond_Gd","ExterCond_Po","ExterCond_TA","Foundation_BrkTil","Foundation_CBlock","Foundation_PConc","Foundation_Slab","Foundation_Stone","Foundation_Wood","BsmtQual_Ex","BsmtQual_Fa","BsmtQual_Gd","BsmtQual_TA","BsmtCond_Fa","BsmtCond_Gd","BsmtCond_Po","BsmtCond_TA","BsmtExposure_Av","BsmtExposure_Gd","BsmtExposure_Mn","BsmtExposure_No","BsmtFinType1_ALQ","BsmtFinType1_BLQ","BsmtFinType1_GLQ","BsmtFinType1_LwQ","BsmtFinType1_Rec","BsmtFinType1_Unf","BsmtFinSF1","BsmtFinType2_ALQ","BsmtFinType2_BLQ","BsmtFinType2_GLQ","BsmtFinType2_LwQ","BsmtFinType2_Rec","BsmtFinType2_Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating_Floor","Heating_GasA","Heating_GasW","Heating_Grav","Heating_OthW","Heating_Wall","HeatingQC_Ex","HeatingQC_Fa","HeatingQC_Gd","HeatingQC_Po","HeatingQC_TA","CentralAir_N","CentralAir_Y","Electrical_FuseA","Electrical_FuseF","Electrical_FuseP","Electrical_Mix","Electrical_SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual_Ex","KitchenQual_Fa","KitchenQual_Gd","KitchenQual_TA","TotRmsAbvGrd","Functional_Maj1","Functional_Maj2","Functional_Min1","Functional_Min2","Functional_Mod","Functional_Sev","Functional_Typ","Fireplaces","FireplaceQu_Ex","FireplaceQu_Fa","FireplaceQu_Gd","FireplaceQu_Po","FireplaceQu_TA","GarageType_2Types","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","GarageYrBlt","GarageFinish_Fin","GarageFinish_RFn","GarageFinish_Unf","GarageCars","GarageArea","GarageQual_Ex","GarageQual_Fa","GarageQual_Gd","GarageQual_Po","GarageQual_TA","GarageCond_Ex","GarageCond_Fa","GarageCond_Gd","GarageCond_Po","GarageCond_TA","PavedDrive_N","PavedDrive_P","PavedDrive_Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MoSold","YrSold","SaleType_COD","SaleType_Con","SaleType_ConLD","SaleType_ConLI","SaleType_ConLw","SaleType_CWD","SaleType_New","SaleType_Oth","SaleType_WD","SaleCondition_Abnorml","SaleCondition_AdjLand","SaleCondition_Alloca","SaleCondition_Family","SaleCondition_Normal","SaleCondition_Partial","salePrices"
"408",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.23463687150838,0.205525402743986,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1915,1976,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.35958904109589,0.262008733624454,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.145152036718302,0.406779661016949,0,0.309995393827729,0,0,0.5,0,0.5,0.333333333333333,0,0,0,1,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1960,0,0,1,0.2,0.206989247311828,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.273972602739726,0,0,0,3,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.0839106612575
"409",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.491620111731844,0.185053483249593,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2006,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.253991291727141,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.455051369863014,0.331565814098565,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.211417096959266,0.53317191283293,0,0.423307231690465,0,0,0.5,0.5,0.375,0.333333333333333,0,0,1,0,0.583333333333333,0,0,0,0,0,0,1,0.25,0,0,1,0,0,0,1,0,0,0,0,2006,0,1,0,0.6,0.636424731182796,0,0,0,0,1,0,0,0,0,1,0,0,1,0.220689655172414,0.0835579514824798,0,0,0,0,8,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.5425484535736
"410",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.357541899441341,0.136767394653115,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2007,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0725689404934688,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.344842657342657,0,0,0,0,0,1,0,0.104880136986301,0.32252027448534,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.205393000573723,0.497820823244552,0,0.401658222017503,0.333333333333333,0,0.5,0.5,0.375,0.333333333333333,1,0,0,0,0.5,0,0,0,0,0,0,1,0.25,0,0,1,0,0,0,1,0,0,0,0,2008,1,0,0,0.6,0.561827956989247,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.137466307277628,0,0,0,0,4,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.7359682753497
"411",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.262569832402235,0.119074012755359,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1958,1958,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.546232876712329,0.398003742981909,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.270223752151463,0,0,0.216950713956702,0,0,0.25,0,0.375,0.333333333333333,0,0,0,1,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1958,0,0,1,0.2,0.235215053763441,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.002116507732
"412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.441340782122905,0.480125538071724,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1955,1955,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.461538461538462,0,0,0,0,0,1,0,0,0.329382407985028,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.207114170969593,0,0,0.16628281897743,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1955,1,0,0,0.4,0.384408602150538,0,0,0,0,1,0,0,0,0,1,0,0,1,0.303448275862069,0,0,0,0,0,1,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.8844959179307
"413",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.269864778292886,0.0446725500640647,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2009,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.313497822931785,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.252622377622378,0,0,0,0,0,1,0,0.381849315068493,0.458515283842795,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.328169822145726,0,0,0.263473053892216,0.333333333333333,0,0.5,0.5,0.25,0.333333333333333,0,0,1,0,0.416666666666667,0,0,0,0,0,0,1,0.25,0,0,1,0,0,0,1,0,0,0,0,2009,1,0,0,0.4,0.325268817204301,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.194070080862534,0,0,0,0,6,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.3104371653488
"414",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.195530726256983,0.110277709793985,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1927,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.431506849315068,0.314410480349345,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.199082042455536,0,0,0.15983417779825,0,0,0.25,0,0.25,0.333333333333333,0,0,0,1,0.25,0,0,0,0,0,0,1,0.25,0,0,1,0,0,0,0,0,0,0,1,1927,0,0,1,0.4,0.241935483870968,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.222602739726027,0,0,0,3,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.6526961029598
"415",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.212290502793296,0.142929125696434,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1993,1993,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0218531468531469,0,0,1,0,0,0,0.347968545216252,0.21361301369863,0.33686837180287,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.213998852553069,0.492493946731235,0,0.406034085674804,0,0.5,0.5,0.5,0.375,0.333333333333333,0,0,1,0,0.583333333333333,0,0,0,0,0,0,1,0.25,0,0,0,0,1,0,1,0,0,0,0,1993,0,0,1,0.6,0.455645161290323,0,0,0,0,1,0,0,0,0,1,0,0,1,0.225287356321839,0.252021563342318,0,0,0,0,12,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.3371052938919
"416",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.290502793296089,0.109399519154634,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2007,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0104895104895105,0,0,0,0,0,1,0,0.563356164383562,0.41796631316282,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.288582903040734,0,0,0.231690465223399,0,0,0.5,0,0.375,0.333333333333333,0,0,1,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2007,1,0,0,0.4,0.266129032258065,0,0,0,0,1,0,0,0,0,1,0,0,1,0.114942528735632,0.0404312668463612,0,0,0,0,8,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.1069978885889
"417",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29608938547486,0.0942111400642087,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1978,1978,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.147314949201742,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0913461538461538,0,0,0,0,0,1,0,0.198202054794521,0.209606986899563,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0969592656339644,0.352542372881356,0,0.245508982035928,0,0,0.25,0.5,0.375,0.333333333333333,0,0,0,1,0.333333333333333,0,0,0,0,0,0,1,0.25,0,0,0,0,1,0,1,0,0,0,0,1978,1,0,0,0.4,0.295698924731183,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.9150583607537
"418",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.363128491620112,0.304055513165661,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1918,1950,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.493006993006993,0,0,0,0,0,1,0,0.103595890410959,0.427323767935122,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.29718875502008,0.60726392251816,0,0.527406725011515,0.333333333333333,0,0.5,0.5,0.5,0.333333333333333,0,0,0,1,0.666666666666667,0,0,0,0,0,0,1,0.25,0,0,1,0,0,0,0,0,0,0,1,1918,0,0,1,0.6,0.580645161290323,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.3842230150053
"419",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.217877094972067,0.098760455507407,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1940,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.136363636363636,0,0,0,0,0,1,0,0.190068493150685,0.235807860262009,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.121055651176133,0.183050847457627,0,0.184246890833717,0.333333333333333,0,0.25,0.5,0.375,0.333333333333333,0,0,0,1,0.416666666666667,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1940,0,0,1,0.2,0.161290322580645,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2007,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11.7440451224101
"420",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.245810055865922,0.102935460186292,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1968,1968,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.338723776223776,0,0,0,0,0,1,0,0.120291095890411,0.329382407985028,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.207114170969593,0,0,0.16628281897743,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0,0,0,1,0.333333333333333,0,0,0,0,0,0,1,0.25,0,1,0,0,0,0,1,0,0,0,0,1968,0,0,1,0.2,0.204301075268817,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.11455525606469,0.315068493150685,0,0,0,7,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.8635893788121
"421",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.318435754189944,0.0829242308633622,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1997,1998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.145137880986938,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.572115384615385,0,0,0,0,0,1,0,0.0149828767123288,0.419213973799127,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.289730349971314,0,0,0.232611699677568,0.666666666666667,0,0.5,0,0.25,0.666666666666667,0,0,0,1,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1997,1,0,0,0.8,0.526881720430108,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11,2008,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12.2370915463573
"422",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.269864778292886,0.220771368105844,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1977,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0914368650217707,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.54458041958042,0,0,0,0,0,1,0,0.152397260273973,0.499688084840923,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.363740676993689,0,0,0.292031321971442,0,0.5,0.5,0,0.375,0.333333333333333,0,0,1,0,0.5,0,0,0,0,0,0,1,0.25,0,0,0,0,1,0,1,0,0,0,0,1977,1,0,0,0.4,0.355510752688172,0,0,0,0,1,0,0,0,0,1,0,0,1,0.275862068965517,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.2783979582618
